"StromalScore"	"ImmuneScore"	"ESTIMATEScore"	"TumorPurity"
"GSM36777"	1122.40096637517	943.059504085831	2065.460470461	0.615187274216835
"GSM36778"	425.319244802514	515.515877629318	940.835122431832	0.736380888772275
"GSM36779"	-319.817903689362	796.162868825068	476.344965135705	0.780763740400805
"GSM36780"	626.026052089323	2011.69966764697	2637.72571973629	0.546870425500666
"GSM36781"	143.906234748694	2609.46906580001	2753.3753005487	0.532579695708681
"GSM36782"	1535.17644920972	894.906168573125	2430.08261778284	0.572130517409327
"GSM36783"	-143.181825203728	-218.130794329791	-361.31261953352	0.851503294451939
"GSM36784"	1004.20869391961	1150.80987547322	2155.01856939283	0.604770287509141
"GSM36785"	1049.22021604597	748.79900258421	1798.01921863018	0.645655032152039
"GSM36786"	757.08452509189	639.771899795727	1396.85642488762	0.689477050651679
"GSM36787"	465.71637890383	874.093003761979	1339.80938266581	0.695518044702483
"GSM36788"	524.615089134532	2305.54140948613	2830.15649862066	0.523006872513669
"GSM36789"	590.42764341738	729.468984007883	1319.89662742526	0.69761524360963
"GSM36790"	1121.91529781462	969.404580232942	2091.31987804756	0.612190264645245
"GSM36791"	926.7150509532	607.384278920394	1534.09932987359	0.674746473088208
"GSM36792"	-32.0886321108475	392.061597763679	359.972965652832	0.791322633087353
"GSM36793"	211.101037022827	472.389410793986	683.490447816813	0.761406948299237
"GSM36794"	1963.80063411711	3092.90089622398	5056.70153034109	0.221686824054147
"GSM36795"	-414.6702147548	596.343297392291	181.673082637491	0.807051542997452
"GSM36796"	477.607618594885	1412.44386511953	1890.05148371442	0.635280358243704
"GSM36797"	580.385285399444	842.261397596629	1422.64668299607	0.68673009777088
"GSM36798"	982.071843581144	2250.92526761132	3232.99711119246	0.471721957071409
"GSM36799"	634.579777559164	1162.82018717583	1797.399964735	0.645724442836906
"GSM36800"	-92.610680464817	529.246983293852	436.636302829035	0.784392426537406
"GSM36801"	782.763710550422	2868.28028968872	3651.04400023914	0.416760103553285
"GSM36802"	593.323239266666	422.992925434367	1016.31616470103	0.728839653582025
"GSM36803"	330.274121650109	343.668445077581	673.94256672769	0.762314768308669
"GSM36804"	892.851270503389	662.140790174912	1554.9920606783	0.672479845282093
"GSM36805"	-112.985286853589	355.784739788544	242.799452934955	0.801720952487327
"GSM36806"	1078.8015458002	472.785975259559	1551.58752105976	0.672849631703541
"GSM36807"	1043.60108146186	851.232380478621	1894.83346194048	0.634738107260594
"GSM36808"	1140.22641931909	1389.64357453267	2529.86999385176	0.560056134381307
"GSM36809"	1777.18085548517	1759.39330534032	3536.57416082549	0.431974616248597
"GSM36810"	639.25171982363	697.111433895364	1336.36315371899	0.695881425092324
"GSM36811"	1758.43061013079	1563.83630404172	3322.26691417251	0.460127573014134
"GSM36812"	1100.02276086059	870.924509662272	1970.94727052286	0.626065278776237
"GSM36813"	1053.75641128844	886.565836856523	1940.32224814496	0.629564320475875
"GSM36814"	1461.24049394904	1608.39277218617	3069.6332661352	0.492728537252887
"GSM36815"	862.719935747085	1310.32914160854	2173.04907735562	0.602660364384541
"GSM36816"	1606.10829293302	2874.5479251924	4480.65621812543	0.303249384750858
"GSM36817"	273.784506835849	2988.71595093839	3262.50045777424	0.467898918847271
"GSM36818"	1547.60034576908	952.273243170981	2499.87358894006	0.563698482395732
"GSM36819"	434.400676132237	392.255495838209	826.656171970446	0.747616299527979
"GSM36820"	281.484922626528	372.20262202863	653.687544655159	0.764235671776557
"GSM36821"	602.958373842889	1744.01598511772	2346.97435896061	0.58209312920482
"GSM36822"	132.986216217471	1171.47264481505	1304.45886103252	0.699237038853293
"GSM36823"	316.621660341197	503.282501846611	819.904162187808	0.748274163470545
"GSM36824"	793.132810880176	1249.72808558285	2042.86089646302	0.617799224331988
"GSM36825"	1196.72309582802	1702.88771078332	2899.61080661134	0.514290280038393
"GSM36826"	1497.73621795662	1739.79518121284	3237.53139916946	0.471134978451811
"GSM36827"	824.060125765432	2636.56314729265	3460.62327305808	0.442002424566276
"GSM36828"	535.86352900458	1647.08491865012	2182.9484476547	0.601500147766845
"GSM36829"	1022.435437887	714.26000835796	1736.69544624496	0.652502679888164
"GSM36830"	782.890202457113	975.533483582999	1758.42368604011	0.650082440580851
"GSM36831"	1395.85209789145	831.120165070518	2226.97226296197	0.59632516103407
"GSM36832"	1221.62357256229	1007.90940858109	2229.53298114338	0.596023380890481
"GSM36833"	632.010889204813	1594.27993277757	2226.29082198238	0.596405454529971
"GSM36834"	246.553995731389	755.833591758874	1002.38758749026	0.730238003236775
"GSM36835"	548.870090122394	981.236544170379	1530.10663429277	0.675178914312566
"GSM36836"	373.958432309558	386.664854043355	760.623286352913	0.754018408177955
"GSM36837"	421.922545846647	992.095369017592	1414.01791486424	0.687650256264074
"GSM36838"	50.917093553219	-242.700182926719	-191.7830893735	0.838192588430026
"GSM36839"	106.249947677377	31.8173667942856	138.067314471663	0.810814547714821
"GSM36840"	1048.91929483211	851.756296394563	1900.67559122667	0.63407521635814
"GSM36841"	812.067555306668	1106.51845599353	1918.58601130019	0.632040064530786
"GSM36842"	594.629461537618	1144.95094602607	1739.58040756369	0.652181714864989
"GSM36843"	829.937598809611	1302.00980684638	2131.94740565599	0.60746388588113
"GSM36844"	769.112645708209	1295.61195444721	2064.72460015542	0.615272429356559
"GSM36845"	-287.292799069606	552.216507173415	264.923708103809	0.799775651963791
"GSM36846"	721.289658055269	1695.7298540859	2417.01951214117	0.5737021365391
"GSM36847"	-139.459115455501	833.006837084819	693.547721629319	0.760449077452679
"GSM36848"	1540.29842378439	1215.86583439725	2756.16425818163	0.532233154491392
"GSM36849"	213.790848047408	832.901214521855	1046.69206256926	0.725779527553159
"GSM36850"	1267.23941573517	1712.84615027807	2980.08556601324	0.50412381860874
"GSM36851"	1193.10477762633	3218.62564483488	4411.73042246121	0.312874785781071
"GSM36852"	1491.7166257897	1571.73445516328	3063.45108095297	0.493518001971857
"GSM36853"	1002.71589587034	733.937738675307	1736.65363454565	0.652507330769123
"GSM36854"	1334.27025121707	3252.32042257071	4586.59067378778	0.288395598393887
"GSM36855"	825.532509792838	952.203981703379	1777.73649149622	0.647925696850667
"GSM36856"	-86.9993537195424	244.962586763391	157.963233043849	0.809101720314731
"GSM36857"	1071.1421549666	2227.06425231874	3298.20640728534	0.463260418267545
"GSM36858"	92.2244497318554	48.8066042263974	141.031053958253	0.810559839206836
"GSM36859"	1046.47290252482	838.802352535741	1885.27525506056	0.635821644805985
"GSM36860"	1084.57237518832	2198.77882565569	3283.35120084401	0.465191786657798
"GSM36861"	210.666335759561	-154.657054601613	56.0092811579477	0.817805633353369
"GSM36862"	1076.94715137391	1299.6963241438	2376.64347551772	0.578546406554969
"GSM36863"	987.920777703235	3249.71332339993	4237.63410110316	0.337042284039851
"GSM36864"	1208.63647180265	928.160673367659	2136.79714517031	0.606898247678078
"GSM36865"	781.529835495159	1519.1313098141	2300.66114530926	0.587607437047955
"GSM36866"	-806.346396865763	-34.1484836778681	-840.494880543631	0.886249242235513
"GSM36867"	-446.175693512297	78.0880075771015	-368.087685935196	0.852024339222951
"GSM36868"	1114.56351153136	868.254559495606	1982.81807102696	0.624705581913052
"GSM36869"	1134.773616454	831.175535451733	1965.94915190573	0.626637201315184
"GSM36870"	513.874792109384	277.370280419673	791.245072529057	0.75105829596934
"GSM36871"	1183.41089446172	1011.50512943093	2194.91602389266	0.600095839629843
"GSM36872"	895.88108925869	711.986592202238	1607.86768146093	0.666715221016906
"GSM36873"	280.755616558091	729.929502794852	1010.68511935294	0.729405345604969
"GSM36874"	373.640668712372	1540.18705350754	1913.82772221991	0.632581173185367
"GSM36875"	245.825829826576	814.670873383995	1060.49670321057	0.724384049144864
"GSM36876"	54.5974209618231	700.634580290254	755.232001252077	0.754537991325703
"GSM36877"	617.46593509878	2338.42583526324	2955.89177036202	0.507187706460713
"GSM36878"	-16.5084339861933	-9.50316470804554	-26.0115986942389	0.824674983594315
"GSM36879"	886.014545131397	1764.4534218052	2650.4679669366	0.545303526867723
"GSM36880"	1412.82796031692	2442.86015101792	3855.68811133484	0.389269895592565
"GSM36881"	746.955852787604	178.122867318647	925.078720106251	0.737943721075442
"GSM36882"	705.907173162908	650.156938662181	1356.06411182509	0.693801700856635
"GSM36883"	940.758041384992	1638.56698293181	2579.32502431681	0.554027325689331
"GSM36884"	736.402651826381	1888.67084858114	2625.07350040752	0.548424360559155
"GSM36885"	1304.44894923937	915.584193811069	2220.03314305044	0.597142511350938
"GSM36886"	1658.63183781684	1343.09979836157	3001.73163617841	0.501377182986165
"GSM36887"	1028.25374185733	1393.9319521027	2422.18569396003	0.573080846268182
"GSM36888"	961.211081728521	1776.68093012288	2737.8920118514	0.534501942904288
