"StromalScore"	"ImmuneScore"	"ESTIMATEScore"	"TumorPurity"
"GSM602338"	1315.16255909519	1849.38655545198	3164.54911454717	0.480557241716187
"GSM602339"	1308.12221808179	2442.97762596987	3751.09984405166	0.403364875545853
"GSM602340"	442.00925510655	601.936121538286	1043.94537664484	0.726056828239001
"GSM602341"	-31.6904059194734	-887.063975019056	-918.754380938529	0.89151179899199
"GSM602342"	1136.97707495265	933.477837047411	2070.45491200006	0.61460912626344
"GSM602343"	736.461802447954	924.177680803687	1660.63948325164	0.660921869726934
"GSM602344"	1116.92685192295	1766.43782680963	2883.36467873258	0.516334009992934
"GSM602345"	1029.84256208387	1537.23909223084	2567.0816543147	0.555522583694096
"GSM602346"	1243.73759110341	890.41767531569	2134.1552664191	0.607206415279976
"GSM602347"	770.074015042827	689.116388828488	1459.19040387132	0.682820936443982
"GSM602348"	1129.45662996068	442.767228713931	1572.22385867461	0.670605627266676
"GSM602349"	825.018630181598	636.215630669903	1461.2342608515	0.682601719395531
"GSM602350"	775.244677832443	666.322363801567	1441.56704163401	0.68470860568186
"GSM602351"	474.697951859639	875.034518848029	1349.73247070767	0.694470731730746
"GSM602352"	388.109426388192	1254.57186632813	1642.68129271632	0.662897810336554
"GSM602353"	53.7719862317775	-839.362573381135	-785.590587149357	0.882487356830282
"GSM602354"	94.1375054486778	206.634718126148	300.772223574826	0.796605732406711
"GSM602355"	1192.71329585943	1499.75747949439	2692.47077535382	0.540125013645877
"GSM602356"	1074.8577363486	1220.14472752982	2295.00246387842	0.588279334356762
"GSM602357"	1315.70577383325	872.077828835171	2187.78360266842	0.600933000684206
"GSM602358"	525.354401559751	577.893594127311	1103.24799568706	0.720043578743883
"GSM602359"	-5.70921195487714	-845.825476361663	-851.53468831654	0.886998715176647
"GSM602360"	1300.66747017032	2987.01412906826	4287.68159923857	0.330116700121721
"GSM602361"	315.147484881739	337.726098016596	652.873582898335	0.764312723496679
"GSM602362"	478.171637116842	839.755481321425	1317.92711843827	0.697822347448069
"GSM602363"	1130.91457405036	1227.92533475706	2358.83990880742	0.580676011805852
"GSM602364"	898.510516142822	624.357315716174	1522.867831859	0.675962343667272
"GSM602365"	1623.0536718563	1584.37677772367	3207.43044957997	0.475027727652745
