"StromalScore"	"ImmuneScore"	"ESTIMATEScore"	"TumorPurity"
"GSM282530"	1133.96794099988	1264.56053546153	2398.52847646141	0.575923181009613
"GSM282531"	1447.24827571373	1352.84538199721	2800.09365771094	0.526762988028061
"GSM282532"	1334.54435481793	1479.1460474474	2813.69040226533	0.525065447914561
"GSM282533"	777.491146804459	577.6857893543	1355.17693615876	0.693895480112445
"GSM282534"	1456.56541961295	2205.67855116392	3662.24397077687	0.415265094457714
"GSM282535"	1906.1345055281	2228.67887945545	4134.81338498355	0.351213153087045
"GSM282536"	1221.48458804223	1143.72755601465	2365.21214405688	0.579914240510154
"GSM282537"	-509.332131037513	296.151520151864	-213.180610885649	0.839901421743796
"GSM282538"	159.591656322793	290.799278579576	450.390934902369	0.783138501155752
"GSM282539"	-40.8583146190307	-23.2654604826323	-64.123775101663	0.827826307585774
"GSM282540"	1731.0811629173	1142.15784989322	2873.23901281052	0.517606313564611
"GSM282541"	1221.23600758778	1140.78254508739	2362.01855267517	0.580296083074615
"GSM282542"	1146.64586893578	605.226639826825	1751.8725087626	0.650812852794098
"GSM282543"	-106.251101551427	312.899424974776	206.648323423349	0.804881376428546
"GSM282544"	625.416293066875	655.483484547285	1280.89977761416	0.701705085143365
"GSM282545"	843.777324446287	825.908663842445	1669.68598828873	0.659924741964177
"GSM282546"	1331.31103334218	792.815788153944	2124.12682149613	0.608375373100287
"GSM282547"	1337.2532542714	850.405814397006	2187.6590686684	0.600947611893992
"GSM282548"	695.041096539618	723.485089397877	1418.52618593749	0.687169638733074
"GSM282549"	-23.6139901005493	222.555000414384	198.941010313835	0.805552241236903
"GSM282550"	910.366087550644	731.583483588719	1641.94957113936	0.662978224123376
"GSM282551"	674.225411158825	531.587576182244	1205.81298734107	0.709515028744749
"GSM282552"	826.656890207167	2086.50214343339	2913.15903364056	0.512583703502258
"GSM282553"	1178.95620526776	2864.95186403452	4043.90806930228	0.363675297814144
"GSM282554"	979.305961674034	980.466362036714	1959.77232371075	0.627343534692294
"GSM282555"	704.735550828346	826.578768384976	1531.31431921332	0.675048136726533
"GSM282556"	1032.38781101812	1613.13074901704	2645.51856003516	0.545912376303159
"GSM282557"	1109.24106391781	786.38599831448	1895.62706223229	0.634648086928964
"GSM282558"	-192.126047377298	29.0131215486306	-163.112925828667	0.835889993293105
"GSM282559"	1229.49537956526	519.834629614548	1749.33000917981	0.651096162327645
"GSM282560"	1196.0039637171	1093.00887430476	2289.01283802186	0.588990084966922
"GSM282561"	652.636200761113	1540.85603038124	2193.49223114235	0.600263008506033
"GSM282562"	657.278540631024	792.383645067865	1449.66218569889	0.683842088818879
"GSM282563"	1456.56058362563	1051.92365660114	2508.48424022677	0.562654039354762
"GSM282564"	1550.86270529487	745.104962327693	2295.96766762257	0.588164757239969
"GSM282565"	211.629642569512	1343.13965097526	1554.76929354477	0.67250404642427
"GSM282566"	821.184174096584	382.987754311376	1204.17192840796	0.70968475988788
"GSM282567"	338.630330782909	691.01515522612	1029.64548600903	0.727498612826445
"GSM282568"	-342.719897626659	-37.1597949348111	-379.87969256147	0.852929207892475
"GSM282569"	21.3323018322062	993.037274392152	1014.36957622436	0.729035263230757
"GSM282570"	615.504750538998	1126.67883779836	1742.18358833735	0.651891998821993
"GSM282571"	1572.65915597339	1224.59333192182	2797.25248789521	0.527117440454686
"GSM282572"	-161.064470485418	592.292825342471	431.228354857054	0.784884560507334
